text,date,likes,comments,reposts,url
My face says it all… anyone else? 😳 NYX Professional Makeup just dropped their Brow Glue Crazy Lift so your brows can say what HR won’t let you. Check it out! The Better Brow Bureau hashtag # NYXCosmeticsPartner,2w,374,24,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Me? Judging?,2w,538,21,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Sarah 💔,3w,609,47,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"At this rate my onboarding should take about… three years? According to the Cox Business 2025 Workplace Technology Survey, two-thirds of Gen Z and Millennials feel overwhelmed by the sheer number of tools they’re expected to use at work. The other third are apparently lying (jk). I remember onboarding at my first 'big girl' job for my 2018 summer internship - back when learning three new platforms felt like a lot. Seven years later, it’s only gotten worse. To any IT and business leaders reading this: it's time to take a more strategic and thoughtful approach to workplace tech roll-outs. Revolutionary idea, I know - choosing tools based on actual need rather than whatever had the shiniest demo at the latest conference. Cox Business surveyed younger professionals to understand how workplace tech is really impacting productivity - and burnout. The takeaway? Simpler, more intentional tech stacks lead to smoother onboarding and better outcomes across the board. Cox Business is now helping organizations align tech with business objectives. Check out the full survey results and insights in the comments below! hashtag # CoxBusinessPartner hashtag # PaidPartnership",3w,1206,105,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"WHY DO WE MAKE BEING BUSY A PERSONALITY TRAIT? If you only listen to one Demoted Podcast episode, make it this one. Sahil Bloom , author of The 5 Types of Wealth, dives into his thesis that financial wealth isn’t the only source of wealth in your life. Time wealth is the one I clearly need to work on🫠",3w,506,53,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Seriously though…my DMs are always open for work complaints, unhinged memes, or shared corporate confessions of any kind that you just want to get off your chest.",3w,441,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"I want to hear your most horrendous AI customer service experience below. Don't be afraid to name names😉⬇️ And if you manage a CX team, be sure to check out Lorikeet in the comments to learn more about AI customer service that actually CAN help you like a human will hashtag # LorikeetPartner",4w,499,55,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
On DND but in real life,4w,571,29,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"I went to the South of France with a simple dream: get one cute ocean pic to show my coworkers. A photo that said, “Wow, how peaceful,” but also whispered, “She’s still got it.” With the vision in mind and the strategy in place, it was time for the implementation. I’m a former consultant, I’ve done this before! I trained my fiancé on how to pose me, built a mood board with inspo pics from Instagram, and even did a dry-run on land (which no one needed to see). Then came execution. I took a deep breath and jumped in. What followed, to put into corporate terms, can only be described as ‘Drinking from a Fire Hose.’ The current had other KPIs in mind. My dream content? Dragged out to sea. Along with my dignity. But here’s your LinkedIn tie-in: sometimes, we put a ton of effort into something that just… doesn’t work. No matter how strong the plan. No matter how many slides you made. And most of the time, we get to try again. In my case, it was our last day. I was wet, salty, and late to pack. Maybe next time, Saint-Tropez. Maybe next time.",4w,3007,99,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Thanks for coming everyone - and great job Jessica! To efficiently scale on-brand content within your organization using approved brand templates and commercially safe AI, use Adobe Express . Try it for free today! https://lnkd.in/g3SaSJi8 hashtag # adobeexpresspartner hashtag # comedy hashtag # theinterjector hashtag # presentation hashtag # onbrandcontent",1m,539,40,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
It wouldn't be another Demoted Podcast episode without some hot takes... what do you think? Are you team `Book a meeting with me” or team “Do it manually to prove a point”?,1m,556,72,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
How rude of that email to interrupt my self care???,1m,875,41,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Onto my third load of laundry🏃‍♀️,1m,351,16,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Well that was nice while it lasted!,1m,726,40,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
“I got caught cheating at the Coldplay concert…here’s what it taught me about B2B sales”,1m,2674,68,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
😃➡️😠,1m,805,38,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"It’s 2025, and I still hear about companies - sometimes quietly, sometimes blatantly - not hiring women. And every time, it stings. Not because I’m surprised. But because it’s still happening. It’s disheartening to know that qualified, capable women are overlooked. It’s frustrating to see bias win over merit. It’s discouraging that outdated assumptions still shape hiring decisions. I got engaged recently (yay!), and multiple people - well-meaning, I’m sure - have told me to “hide my ring” in interviews and important meetings. Just in case someone assumes I’ll be less committed, more distracted, or planning to disappear soon. That’s what we’re still up against. Hiring women isn’t a favor. It’s not a risk. It’s not a liability. It’s an investment in strength, perspective, and capability. If your workplace sees that as a threat - you’re the problem, not us. Check out our interview with Colleen Pelly on Demoted Podcast where we unpack all of this and more - I’ll link it in the comments below!⬇️",1m,1355,115,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
My brain has 100 tabs open at all times,1m,1820,121,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Literally can't wait for the 2-hour team dinner!,1m,1284,110,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Ready to “slay the house down” (she just taught me that),1m,464,20,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Come ON, who doesn’t love group projects?!! 🤩Stuck on your response? Need help asking for feedback? You don’t have to figure it out all on your own. Just get SureCoach - your personalized AI work coach, built for you by SurePeople hashtag # ad",1m,369,40,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Everyone is circling back a little too hard right now,1m,582,34,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Hope everyone is enjoying their day off today!!! If you're bored, listen to our ep. As a self-proclaimed perfectionist, hearing any of these statements makes me want to shrivel up and die. On this week’s episode of Demoted Podcast , we’re joined by Dr. Thomas Curran to unpack the science behind perfectionism—what it really is, why we do it, and how to loosen its grip (without spiraling). To all the perfectionists out there, tune in!",1m,237,8,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Let's push this to next week?,1m,1155,42,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Shoot I forgot to get my ducks in a row!!!,1m,1733,95,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Comment your unspoken office rule below!,1m,1031,111,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
No out of office message needed!,1m,982,27,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Who actually works on Fridays?,2m,1046,56,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Quite literally commuting between seasons,1m,938,71,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"My fiancé just graduated from Stanford Business School, and naturally my first thought was: What's in it for me? I read through his courses for his last quarter, and decided to crash his class called “Winning Writing.” Taught by Glenn Kramon , the class offers “techniques and practical exercises for writing better -- better memos, emails, and feedback for colleagues.” As someone who writes countless emails, gives constant feedback, and pitches ideas daily, I knew this could be game-changing. Since we can't all crash Stanford classes, here are the three techniques that will transform how you write starting today: Kill your adverbs: We know that you're “currently” writing this email, because, well, it is the current time. We know that it’s unfortunate that the budget was cut, but we don’t need you to tell us it’s “unfortunately been cut.” Doesn’t matter if you’re “really” excited about the new initiative. Being `excited` is enough. Next time you type out “we can absolutely do that,” try deleting the “absolutely.” Rethink how you give feedback: The framework for this is to say what you like (praise) and then what you would like (suggestions for improvement), not what you don't like. I'll use myself as an example (yes, I'm sometimes late to meetings - this is vulnerable, okay): • DON’T DO THIS: “Natalie, you're often late to meetings. It’s unprofessional, and doesn’t bode well with clients.” • Instead, TRY THIS: “Natalie. You sparkle in meetings and clients love you -- when you're on time. Would you show up a couple minutes before the meeting starts to assure you’re ready and all your tech is working.” Lead with your headline: A powerful message has a Headline (10%), Example (80%), and Relevance (10%). If you’re speaking, on a micro-scale in meetings, or on stage giving a keynote, try to open with a clear statement. I tend to bury the point of what I’m saying beneath a pile of “ums,” “likes,” and “this is probably stupid but…” Say your main thought straight out of the gate! Your turn: Pick one technique and use it this week. Then tell me which one made the biggest difference. Thank you to my fiancé and Glenn Kramon for letting me crash last quarter - best education investment I ever made.",2m,2953,115,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
How'd she do?👑,2m,796,64,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Dabbing on client presentations > See AI at its best --and your content at its peak-- with Adobe Express . Try it for free today! hashtag # AdobeExpressPartner hashtag # comedy hashtag # genzfeedback hashtag # corporate hashtag # 9to5,2m,765,36,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Are you actually self-aware, or do you just think you are? This week’s therapy—I mean, podcast—episode features Dr. Emily Anhalt , who walks us through emotional fitness in both our personal lives and careers.",2m,299,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Calling all content creators, social media managers, or people trying to post more (even here on LinkedIn!): When people ask about the hardest part of being a creator, my mind doesn’t go to hate comments or the 24/7 performance pressure. It goes to the logistics: Did I have content go live across all channels today? Did I send the ad to the brand? Did they approve it? Did I add all FTC compliant hashtags to the caption? Do I have content lined up so I can actually take a weekend off? For years, managing my content looked like: a chaotic mix of my Notes app, Google Calendar, cryptic reminders, and sheer willpower. Enter. Rella . Created by Natalie Barbu , a consultant turned content creator (like me!), Rella is the one platform I use to organize every part of my content workflow. From campaign timelines to content calendars to team comms—it’s all in one place. I loved the tool so much that I joined the team as an advisor! Here’s a sneak peek at my actual board below if you’re curious how I keep things (mostly) on track.",2m,181,14,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"She's SO busy, and she'll make sure you know it!",2m,605,42,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
*5 hours later*,2m,710,49,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Why not just turn the meeting into a massive beatboxing party?,2m,351,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"You should let your employees have their phones out at work. In fact, you should encourage it. Here’s why: We’re living in the era of transparency, and Employee-Generated Content (EGC) is the secret sauce. This is content created by your employees about working at your company. Think “day in the life” TikToks, onboarding recaps, or office trend videos. It’s content that’s being made for free without a huge investment in a social media team. It’s real, relatable, and way more effective than a polished brand sizzle reel. Some quick facts: 📱 76% of people trust employee posts over branded ones 🔥 EGC drives 8x more engagement than brand content itself 🕵️‍♀️ 60% of job seekers use social media to research future employers And guess what? It costs nothing. If you’re a growing company trying to stand out without breaking the bank, EGC might just be your cheat code. So yeah, let your team film. You might end up on a For You Page and become top talents’ dream employer. Check out the articles linked in the comments below to learn more about the power of EGC!",2m,848,45,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Will not be getting anything done when (and if) I come back,2m,442,18,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"hashtag # IBMPartner HR, sales and procurement teams, this one’s for you. IBM just announced their new AI agents (more AI agents??? Yes. Buckle up.). These ones help business leaders finally offload the repetitive tasks that eat up so much time, and refocus on what actually matters: strategic, high-impact work (and getting people in trouble for drinking excessively at the company happy hour). With IBM AI agents, you can: Automate routine workflows Improve employee and client experiences Reduce operational costs hashtag # AI hashtag # HRTech hashtag # FutureOfWork hashtag # IBMAIAgents hashtag # watsonx",2m,2131,107,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Thrilled and honored to announce that I am officially ENGAGED!,2m,1751,113,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Is now the best time to start side hustling? Tune into this week’s episode of Demoted Podcast with Nick Martell and Jack Crivici-Kramer , hosts of The Best One Yet podcast, to find out!",2m,199,7,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Yup…that’s me! You’re probably wondering how I ended up on this stage (cue freeze-frame). It’s pretty surreal that I get to make an income telling jokes on stages across the country. This time, I was next to Carina Cortez , CPO of Cornerstone OnDemand , and Jamie Jackson from the HR Besties Podcast to talk all things HR, the future of work, and of course…drumroll please…AI! People often ask how I stay connected to corporate life as a full-time content creator. Easy. I stay curious, and I stay close to conversations like these — whether on stage, in meetings, or in my DMs with all of you. I get a front-row seat to the realities teams are facing across industries, and I’m constantly learning. This panel was HR-focused, and while I’m not an HR expert, I’ve spent five years making fun of the constant surveys, recruitment nightmares, and super sexy compliance training modules. Through my videos, I get to represent the voices of employees who share their workplace wins, woes, and wellness survey fatigue with me every day. And that matters. So thank you - for trusting me with your stories, for laughing at my (occasional) jokes, and for letting me show up as a voice for the modern workforce. And a big thank you to Cornerstone for having me at Spark ‘25! hashtag # CornerstoneSpark25 hashtag # FutureOfWork hashtag # CorporateNatalie hashtag # HR hashtag # WorkplaceCulture",2m,370,20,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Why does my fight or flight kick in when a $5 Amazon gift card is on the table? This week on Demoted Podcast , we’re joined by Julia Hartz , CEO of Eventbrite , to dive into her career journey, wild company moments, and top leadership tips (despite this social clip just being Ross Pomerantz and me). Tune in for the laughs, stay for the lessons.",2m,316,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Fighting for my life mentally and physically,2m,594,24,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Let's get a move on people!!,2m,8040,346,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
Don't want to work while in the office? Try this! Ross and I are back with Corporate Hotline for this week's Demoted Podcast episode. Let's just say...it gets chaotic.,2m,474,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"My hottest take? Leadership needs to show they’re human - just like these folks who bravely grabbed the mini mic with me this past week at Fortune 's Workplace Innovation Summit. As an early-in-career individual, I used to FEAR the execs at my companies. The interns and new hires would exchange hushed whispers if a partner walked by the main space of the office. Does it really have to be that way? To leadership folks reading this: you don’t have to post on socials and become an “executive influencer” (although that’s something I LOVE, but I’ll save that for another post). You can start by simply making yourself known online. Did the CEO of Indeed need to carve out ten minutes for this interview at a conference he was sponsoring? Definitely not. But he did. And now you all get to hear us talk candidly about real-world workplace anxieties around AI. Execs: Leave the buttoned-up All Hands approach at the door, and start making your presence known online! Make time for conversations like this, whether it’s a podcast appearance, participation in a fun, company-wide video with your creative team, or maybe even an interview with me and my tiny mic 👀 Thank you Chris Hyams , Ben Christensen , Ziad Ahmed , Alisha Sare , Scott Dobroski for showing us you’re human.",2m,803,51,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
How does she know everything👀,2m,655,26,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Stay playful, Natalie",3m,1218,90,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Is now the best time to start side hustling? Tune into this week’s episode of Demoted Podcast with Nick Martell and Jack Crivici-Kramer , hosts of The Best One Yet podcast, to find out!",3m,1624,41,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"“LinkedIn is having a moment.” We’ve heard it 100 times—and now we’re drowning in hot takes on how to master the platform. Last week, I spoke on a panel called “Leveraging LinkedIn” alongside Morgan J Ingram , Ross Pomerantz , and Peter Walker , and here were my key takeaways if you’re trying to grow on LinkedIn: ✨ Infographics > Essays We’re all visual learners now. If you’re drafting a long-form post, pause. Turn that same insight into a carousel or graphic. Your readers (and their attention spans) will thank you. ♻️ Repurpose + Repackage No one remembers the last video they watched—your followers included. Reuse content across platforms, but tailor the caption for LinkedIn. Give it a smart, business-y twist and it’ll land. 📥 DMs > Impressions Metrics matter, but the best signal of real engagement? Inbound messages. If your content sparks DMs, you’re onto something. 📊 Pick 3 Content Pillars Rotate and test: maybe it’s humor, insights, and hot takes. Give it 3 months and track what sticks. 🧠 Be a User First Scroll. Like. Comment. The only way to speak LinkedIn fluently is to immerse yourself in it. Yes, even in the sea of cringe. And a huge shoutout to Tim Hsia , Carina Cho , and Helen King for organizing the incredible Creator Career Conference (C3) in SF—what a lineup of creators and strategists. Grateful to be part of it!",3m,1681,96,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"hashtag # ad Immediately deletes notes and restarts notebook page* The new Amazon Kindle Scribe is a note-taking MUST. Love how the AI Summarization feature helps me easily summarize my long notes, saving me time across the board! If you love reading and/or taking notes with extreme ease, go grab one now! hashtag # KindleScribe",3m,432,25,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
*Quietly cries in “I’m so good!”*,3m,587,37,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Day in my life as a content creator, podcast host, and business owner with a team of three. A lot of people ask me what I do every day - while every day doesn't look the same, this is a look into what my weekdays look like! ✅ Workout ✅ Podcast recording for Demoted Podcast ✅ Filming content for socials ✅ Planning and filming content for YouTube ✅ Meeting with brands ✅ Meeting with potential clients for ExpandVA ✅ Seeing my friends!",3m,362,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
"Does your company offer parental leave? In this week's Demoted Podcast episode, Ross Pomerantz and I unpack the state of parental leave in the US. Give it a listen at the link in my comments if you're curious which companies do it best (and which ones fall short)!",3m,376,23,0,https://www.linkedin.com/in/natalie-corporate-natalie-0b634a231?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADnkvAoB69W0y_4ToD3SzIANnL3LlXg6hTE
